0		0.5 		12.3		1          
0.0928128	0.106492        11.4212         0.838792 
0.093003	0.106643        11.4178         0.838076 
0.0931932	0.106797        11.4145         0.837357 
0.0933834	0.106954        11.4111         0.836636 
0.0935736	0.107114        11.4077         0.835913 
0.0937638	0.107277        11.4044         0.835187 
0.093954	0.107443        11.401          0.834459 
0.0941441	0.107612        11.3976         0.833729 
0.0943343	0.107784        11.3943         0.832996 
0.0945245	0.107959        11.3909         0.832262 
0.0947147	0.108137        11.3875         0.831524 
0.0949049	0.108319        11.3841         0.830785 
0.0950951	0.108503        11.3808         0.830043 
0.0952853	0.108691        11.3774         0.829299 
0.0954755	0.108882        11.374          0.828553 
0.0956657	0.109076        11.3707         0.827804 
0.0958559	0.109273        11.3673         0.827052 
0.096046	0.109474        11.3639         0.826299 
0.0962362	0.109678        11.3606         0.825543 
0.0964264	0.109885        11.3572         0.824785 
0.0966166	0.110095        11.3538         0.824024 
0.0968068	0.110309        11.3505         0.823261 
0.096997	0.110526        11.3471         0.822496 
0.0971872	0.110747        11.3437         0.821728 
0.0973774	0.110971        11.3404         0.820958 
0.0975676	0.111198        11.337          0.820185 
0.0977578	0.111429        11.3336         0.81941 
0.0979479	0.111663        11.3303         0.818632 
0.0981381	0.111901        11.3269         0.817853 
0.0983283	0.112142        11.3236         0.81707 
0.0985185	0.112387        11.3202         0.816286 
0.0987087	0.112635        11.3169         0.815499 
0.0988989	0.112887        11.3135         0.814709 
0.0990891	0.113143        11.3102         0.813917 
0.0992793	0.113402        11.3068         0.813123 
0.0994695	0.113664        11.3035         0.812326 
0.0996597	0.11393         11.3001         0.811527 
0.0998498	0.1142          11.2968         0.810725 
0.10004		0.114474        11.2935         0.809921 
0.10023		0.114751        11.2901         0.809114 
0.10042		0.115031        11.2868         0.808305 
0.100611	0.115316        11.2835         0.807494 
0.100801	0.115604        11.2801         0.80668 
0.100991	0.115895        11.2768         0.805863 
0.101181	0.116191        11.2735         0.805044 
0.101371	0.11649         11.2702         0.804223 
0.101562	0.116793        11.2668         0.803399 
0.101752	0.117099        11.2635         0.802572 
0.101942	0.117409        11.2602         0.801743 
0.102132	0.117723        11.2569         0.800912 
0.102322	0.118041        11.2536         0.800078 
0.102513	0.118362        11.2503         0.799241 
0.102703	0.118687        11.247          0.798402 
0.102893	0.119016        11.2437         0.797561 
0.103083	0.119349        11.2404         0.796716 
0.103273	0.119685        11.2371         0.79587 
0.103463	0.120025        11.2338         0.795021 
0.103654	0.120369        11.2305         0.794169 
0.103844	0.120717        11.2272         0.793314 
0.104034	0.121068        11.2239         0.792457 
0.104224	0.121423        11.2206         0.791598 
0.104414	0.121782        11.2173         0.790736 
0.104605	0.122145        11.214          0.789871 
0.104795	0.122511        11.2107         0.789004 
0.104985	0.122881        11.2075         0.788134 
0.105175	0.123254        11.2042         0.787262 
0.105365	0.123632        11.2009         0.786387 
0.105556	0.124013        11.1976         0.785509 
0.105746	0.124398        11.1944         0.784629 
0.105936	0.124786        11.1911         0.783746 
0.106126	0.125178        11.1878         0.78286 
0.106316	0.125574        11.1845         0.781972 
0.106507	0.125974        11.1813         0.781081 
0.106697	0.126377        11.178          0.780188 
0.106887	0.126784        11.1747         0.779291 
0.107077	0.127194        11.1714         0.778393 
0.107267	0.127608        11.1682         0.777491 
0.107457	0.128026        11.1649         0.776587 
0.107648	0.128447        11.1616         0.77568 
0.107838	0.128872        11.1584         0.77477 
0.108028	0.1293          11.1551         0.773858 
0.108218	0.129732        11.1518         0.772942 
0.108408	0.130167        11.1486         0.772025 
0.108599	0.130606        11.1453         0.771104 
0.108789	0.131048        11.142          0.770181 
0.108979	0.131494        11.1387         0.769255 
0.109169	0.131943        11.1355         0.768326 
0.109359	0.132395        11.1322         0.767394 
0.10955		0.132851        11.1289         0.766459 
0.10974		0.13331         11.1256         0.765522 
0.10993		0.133773        11.1223         0.764582 
0.11012		0.134239        11.1191         0.763639 
0.11031		0.134708        11.1158         0.762693 
0.110501	0.13518         11.1125         0.761745 
0.110691	0.135655        11.1092         0.760793 
0.110881	0.136134        11.1059         0.759839 
0.111071	0.136616        11.1026         0.758882 
0.111261	0.137101        11.0993         0.757922 
0.111451	0.137589        11.096          0.756959 
0.111642	0.13808         11.0927         0.755993 
0.111832	0.138574        11.0894         0.755024 
0.112022	0.139071        11.0861         0.754053 
0.112212	0.139571        11.0827         0.753078 
0.112402	0.140074        11.0794         0.7521 
0.112593	0.14058         11.0761         0.75112 
0.112783	0.141089        11.0727         0.750136 
0.112973	0.1416          11.0694         0.74915 
0.113163	0.142115        11.066          0.74816 
0.113353	0.142631        11.0627         0.747168 
0.113544	0.143151        11.0593         0.746172 
0.113734	0.143673        11.056          0.745174 
0.113924	0.144198        11.0526         0.744172 
0.114114	0.144726        11.0492         0.743168 
0.114304	0.145256        11.0458         0.74216 
0.114494	0.145788        11.0424         0.741149 
